ActorAttrType_18139_AttributeDesc,abog,h唤醒体属性类型_ActorAttrType_A.csv,21,ActorAttrType,AttributeDesc,,每消耗 1 算力获得 {s1} 点银钥能量。随着该属性增加，额外提高的银钥能量会逐渐衰减。,行動力を1点消費するたびに、{s1}キーエネルギーを獲得。この能力値が高くなるほど、追加ボーナスの増加効率は低下する。
AvgDialog_54067_Content_146,ancY,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1035,AvgDialog,Content,,在这剧烈的震动中，雕像残余的部分分崩离析。风暴与地震的声音像鼓点般敲动着弥利亚姆的耳膜。,激しい揺れの中、像の残骸が崩れ去る。\n嵐と地震の音は、太鼓のようにミリアムの鼓膜を叩き続けた。
AvgDialog_54067_Content_147,ancZ,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1036,AvgDialog,Content,,她闭上眼，跪在残缺的雕像面前，挽起小弥利亚姆的手。,彼女は目を閉じて壊れた像の前に跪き、小さなミリアムの手を握る。
AvgDialog_54067_Content_148,anda,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1037,AvgDialog,Content,弥利亚姆,「聆听吾主，归依吾主，赞颂吾主……」,「主の声に耳を傾けよ。主に帰依せよ。主を讃えよ……」
AvgDialog_54067_Content_149,andb,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1038,AvgDialog,Content,幼年弥利亚姆,"「凡苦难的，吾主将偿还。
凡罪孽的，吾主将责罚……」",「主はすべての苦しみに報いを与えん。\nすべての罪には罰を下さん……」
AvgDialog_54067_Content_150,andd,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1039,AvgDialog,Content,,震动没有停止，光线似乎变得暗淡下去。远方的海洋中，升起一面直达天穹的深蓝色墙壁——,揺れは止まらず、光は次第に薄れていく。\n遥か彼方の海から、天にも届く深い藍色の壁が立ち上がっていた——
AvgDialog_54067_Content_151,ande,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1040,AvgDialog,Content,,海洋站立起来，像是一个苏醒的巨人，迈向利莫里亚。,海は立ち上がり、まるで巨人が迫るように、リモリアへと歩を進める。
AvgDialog_54067_Content_152,andf,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1041,AvgDialog,Content,,在海洋面前，这个辉煌的国度如枯叶般渺小，如枯叶般脆弱。,海の前ではこの輝ける国も枯葉のように小さく、また脆弱であった。
AvgDialog_54067_Content_153,andg,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1042,AvgDialog,Content,幼年弥利亚姆,「凡虔诚的，吾主将眷顾。」,「敬虔なるすべての者に、主は慈しみを注がれる」
AvgDialog_54067_Content_154,andh,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1043,AvgDialog,Content,弥利亚姆,「凡期愿的，吾主将应许……将应许……」,「すべての願いし者に、主は応え給う……応え給う……」
AvgDialog_54067_Content_155,andi,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1044,AvgDialog,Content,,暴怒的飓风袭向脆弱的神殿，掀开了沉重的石板与坚固的地基。,憤怒に身を焦がした暴風が脆弱な神殿を襲い、重い石板と堅固な地盤を引き剥がした。
AvgDialog_54067_Content_156,andj,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1045,AvgDialog,Content,,仅剩的光线几乎被直立的海洋完全遮挡。晦暗残破的废墟中，她紧紧抱着怀里的鱼人。,わずかに残った光は、直立した海にほぼ遮られてしまった。\n荒れた暗い廃墟の中で、彼女は腕の中の魚人をひしと抱きしめる。
AvgDialog_54067_Content_157,andk,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1046,AvgDialog,Content,,来自海洋深处的死亡的气息包围着她。泪水浸满她的双眼。,蒼海の深淵からにじり寄る死の気配が彼女を包み、涙がその両目を満たしていた。
AvgDialog_54067_Content_158,andl,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1047,AvgDialog,Content,,……,……
AvgDialog_54067_Content_159,andm,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1048,AvgDialog,Content,弥利亚姆,「吾主……我的信念与您同在，直到星辰的尽头……」,「主よ……わたくしの信念は、あなた様とともにあります。\n星々が尽きる、その時まで……」
AvgDialog_54067_Content_160,ando,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1049,AvgDialog,Content,弥利亚姆,「您没有骗我，神国会降临的，对吗，吾主？」,「あなた様は、わたくしを欺いてなどおられません。\n神の国は、降臨するのでしょう。そうですよね、我が主？」
AvgDialog_54067_Content_161,andp,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1050,AvgDialog,Content,,最后一次，她抬起头，绝望地凝视王的雕像曾经矗立的地方。,最後にミリアムは顔を上げた。\n彼女は絶望の眼差しで、かつて王の像があった場所を見つめる。
AvgDialog_54067_Content_162,andq,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1051,AvgDialog,Content,,那里没有雕像，也没有王。,そこに像はなく、王もまたいなかった。
AvgDialog_54067_Content_163,andr,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1052,AvgDialog,Content,,……,……
AvgDialog_54067_Content_164,ands,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1053,AvgDialog,Content,,<Big:轰————>,<Big:ドゴォォッ——>
AvgDialog_54067_Content_165,andt,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1054,AvgDialog,Content,,海洋来到了枯叶身前。,海は、枯葉の目前まで迫っている。
AvgDialog_54067_Content_166,andu,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1055,AvgDialog,Content,,……,……
AvgDialog_54067_Content_167,andv,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,1056,AvgDialog,Content,,旧日历@3年，利莫里亚沉入深海，无人生还。,旧暦@3年、リモリアは深海へと沈んだ。生存者は、いない。
AvgDialog_47170_Content_1,alPz,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,9,AvgDialog,Content,,暗色雕像,暗色の彫像
AvgDialog_47170_Content_2,alQe,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,10,AvgDialog,Content,？？？,「以@3之名，呼唤你，我的孩子……」,「@5の名において、汝に呼びかけよう。我が子よ……」
AvgDialog_47170_Content_3,alQp,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,11,AvgDialog,Content,？？？,「让家人的拥抱抚慰疲惫的身躯，让故乡的气息治愈你漂泊的灵魂。」,「家族の抱擁が疲れた身を癒し、故郷の息吹が彷徨える魂を救わんことを」
AvgDialog_47170_Content_4,alQA,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,12,AvgDialog,Content,弥利亚姆,「父亲？……」,「父さん……？」
AvgDialog_47170_Content_5,alQL,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,13,AvgDialog,Content,,意识和感知逐渐回到了弥利亚姆身上。半梦半醒之间，她感到自己正被温暖的海水包裹。,意識と感覚が、少しずつミリアムの元に戻ってきた。夢とうつつの狭間で、彼女は自分が温かな海水に包まれているのを感じている。
AvgDialog_47170_Content_6,alQW,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,14,AvgDialog,Content,,声音朦朦胧胧地响着，太阳的轮廓穿透海水，影影绰绰地在上方浮现。,誰かの声がぼんやりと響き、太陽の輪郭が海水を突き抜け、おぼろげな影となって上空に浮かび上がった。
AvgDialog_47170_Content_7,alRh,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,15,AvgDialog,Content,,这是一场无梦的长眠。弥利亚姆不知道自己睡了多久，或许一整天？或是一个星期？,夢のない長い眠りだった。自分がどれほど眠っていたのか、ミリアムには分からない。一日？それとも、一週間？
AvgDialog_47170_Content_8,alRs,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,16,AvgDialog,Content,,意识逐渐地清晰起来，和她的身体整合在一起。隐约中，一群人从海面上向她伸出手。,意識が徐々に明瞭になり、体とひとつに溶け合っていく。\n霞む視界の中、海面から人々が彼女に向かって手を差し伸べる。
AvgDialog_47170_Content_9,alRD,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,17,AvgDialog,Content,,父亲，母亲，妹妹，老主祭，王，黛博拉……他们一起伸出手，向她发出了邀请。,父、母、妹、老いた祭司長、王、そしてデボラ……\n皆揃ってミリアムに手を広げ、こちらへと招いていた。
AvgDialog_47170_Content_10,alPA,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,18,AvgDialog,Content,？？？,「醒来吧，回到家人的怀抱……」,「目覚めよ。家族の元へと帰れ……」
AvgDialog_47170_Content_11,alPL,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,19,AvgDialog,Content,弥利亚姆,「父亲！……」,「父さん……！」
AvgDialog_47170_Content_12,alPW,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,20,AvgDialog,Content,,她猛然睁开眼，跃出海面。,彼女は突然目開くと、海面を突き破って飛び上がった。
AvgDialog_47170_Content_13,alPX,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,21,AvgDialog,Content,黛博拉？,「醒了！塔利斯老爷，她醒了！」,「目が覚めた！タリス様、彼女が目覚めました！」
AvgDialog_47170_Content_14,alPY,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,22,AvgDialog,Content,弥利亚姆,「这里是？……」,「ここは……？」
AvgDialog_47170_Content_15,alPZ,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,23,AvgDialog,Content,,弥利亚姆身处一个宽阔豪华的大厅之中，跪在地上一圈仪式法阵中央。,ミリアムは広々とした豪奢な大広間で、床に描かれた円形の儀式魔法陣の中央に跪いていた。
AvgDialog_47170_Content_16,alQa,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,24,AvgDialog,Content,,周围的人长着她从未见过的脸，穿着她从未见过的服饰，激动地大喊大叫。,周囲の人々は、ミリアムが今まで見たこともない顔立ちをしていた。\nそして見たこともない衣服を纏い、興奮して叫び声を上げている。
AvgDialog_47170_Content_17,alQb,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,25,AvgDialog,Content,,一个中年男人站在法阵外，疲惫又兴奋地望着她。,円陣の外では、中年の男が疲れと興奮の入り混じった目で、彼女を見つめていた。
AvgDialog_47170_Content_18,alQc,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,26,AvgDialog,Content,塔利斯·奥恩,「成功了……我召唤出了魔像！我研究了一辈子……终于成功了！！」,「成功した……ゴーレムの召喚に成功したぞ！\n私の一生をかけた研究だ……ついに、ついに成功したんだ！！」
AvgDialog_47170_Content_19,alQd,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,27,AvgDialog,Content,弥利亚姆,「王……王去了哪？这里不是利莫里亚？」,「王は……王はどちらに？ここはリモリアではないのですか？」
AvgDialog_47170_Content_20,alQf,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,28,AvgDialog,Content,,那个看上去有些面熟的侍女疑惑地盯着她。,見覚えのある侍女が、困惑した様子で彼女をじっと見つめる。
AvgDialog_47170_Content_21,alQg,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,29,AvgDialog,Content,黛博拉？,「利莫里亚？那是什么？」,「リモリア？なんのこと？」
AvgDialog_47170_Content_22,alQh,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,30,AvgDialog,Content,塔利斯·奥恩,「大概是个什么古老的文明之类的……谁知道呢？」,「おそらく、古代文明か何かだろう……誰も知らない、だろ？」
AvgDialog_47170_Content_23,alQi,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,31,AvgDialog,Content,塔利斯·奥恩,「看她的装束，一定是个很重要的人……我的努力，一定没有白费！」,「装いを見るに、きっと重要な人物に違いない……\n私の努力も、無駄ではなかった！」
AvgDialog_47170_Content_24,alQj,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,32,AvgDialog,Content,,他看着弥利亚姆的目光变得越来越炽热。他走向弥利亚姆，伸出手放在她的额头前。,タリスがミリアムを見る眼差しは、ますます熱を帯びていった。\n彼は彼女に歩み寄ると、手を伸ばしてその額の前にかざした。
AvgDialog_47170_Content_25,alQk,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,33,AvgDialog,Content,塔利斯·奥恩,「我是你的链接者……现在，睁开眼，好好看着这一切吧……」,「私はお前とリンクをする……\nさあ、目を開けて、これらすべてをしかと見届けろ……」
AvgDialog_47170_Content_26,alQl,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,34,AvgDialog,Content,,现实短暂地消失了。无数的信息灌入弥利亚姆的脑海，像是一片海洋将她淹没。,一瞬、現実が霧散した。\n無数の情報がミリアムの脳裏に流れ込み、海流のように呑み込む。
AvgDialog_47170_Content_27,alQm,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,35,AvgDialog,Content,,她看见了故乡的沉没，看见了海面的变化，看见孤岛与大陆相连。,故郷が沈むのを見た。海面の変貌を見た。\n孤島と大陸が繋がるのを見た。
AvgDialog_47170_Content_28,alQn,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,36,AvgDialog,Content,,她看见，新的文明诞生，新的国度建立，新的信徒颂念新的祷词，新的王登上新的王座。,新たな文明の誕生を。新たな国が築かれるのを。新たな信徒たちが新たな祈りを唱え、新たな王が新たな玉座に就くのを。彼女は見たのだ。
AvgDialog_47170_Content_29,alQo,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,37,AvgDialog,Content,,她看见，漫长的时光在无数个日夜交替中快速流逝，利莫里亚消失在这个世界的记忆里，没有留有任何的痕迹。,時が流れ、幾千の昼と夜が移りゆき、瞬く間に過ぎ去るのを。世界の記憶からリモリアは消え、痕跡も残さずに失われたのを。彼女は見た。
AvgDialog_47170_Content_30,alQq,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,38,AvgDialog,Content,弥利亚姆,「我沉睡了……上万年？」,「わたくしは眠っていたのですか……何万年も？」
AvgDialog_47170_Content_31,alQr,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,39,AvgDialog,Content,塔利斯·奥恩,「沉睡？哈哈哈……不，不是的。你死了，死过一次。」,「眠っていた？ははは……違う、違うな。\nお前は一度死んだんだ。間違いなく」
AvgDialog_47170_Content_32,alQs,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,40,AvgDialog,Content,塔利斯·奥恩,「是我，是我把你唤醒，让你重新有了生命！」,「私だよ。この私がお前を目覚めさせ、再び命を与えたのだ！」
AvgDialog_47170_Content_33,alQt,avgV1.4弥利亚姆大型支线下篇_AvgDialog_C_M.csv,41,AvgDialog,Content,塔利斯·奥恩,「快，和我讲讲，你有什么能力，能帮我做什么？」,「さあ、教えてくれ。お前にどんな力があるのかを。\n私の役に立てるか？」
